id,letnik,znamka,tip,prostornina,moc,km,cena
237662642,2006,Hyosung,Chopper And Cruiser,650,52,16000,2999
237662642,2006,Hyosung,Chopper And Cruiser,647,59,3945,2999
229082730,2006,Yamaha,Chopper And Cruiser,1100,48,54000,3800
231224244,2006,Harley-Davidson,Chopper And Cruiser,1800,85,4500,24500
222950115,2006,Yamaha,Chopper And Cruiser,1100,46,17999,7999
225817200,2006,Harley-Davidson,Chopper And Cruiser,1584,52,33000,15000
228779020,2006,Yamaha,Chopper And Cruiser,649,29,34707,3960
228779020,2006,Suzuki,Chopper And Cruiser,805,39,20500,4000
234863525,2006,Yamaha,Chopper And Cruiser,649,29,13875,4250
226286198,2006,Honda,Chopper And Cruiser,750,33,40000,4400
232424927,2006,Honda,Chopper And Cruiser,745,33,17730,4490
232424927,2006,Yamaha,Chopper And Cruiser,650,29,27000,4499
236091465,2006,Suzuki,Chopper And Cruiser,805,39,13500,4500
237445103,2006,Yamaha,Chopper And Cruiser,650,29,21175,4650
237445103,2006,Suzuki,Chopper And Cruiser,805,39,29600,4789
227144419,2006,Yamaha,Chopper And Cruiser,649,29,17157,4799
222710389,2006,Kawasaki,Chopper And Cruiser,903,37,37199,4890
237492334,2006,Suzuki,Chopper And Cruiser,805,39,24000,4900
237492334,2006,Suzuki,Chopper And Cruiser,805,39,10200,4980
236395402,2006,Yamaha,Chopper And Cruiser,650,29,13712,4990
237536852,2006,Kawasaki,Chopper And Cruiser,900,37,18900,4990
235451809,2006,Kawasaki,Chopper And Cruiser,903,37,16651,4990
233315834,2006,Suzuki,Chopper And Cruiser,805,39,9100,4995
237029713,2006,Kawasaki,Chopper And Cruiser,900,37,8000,4999
237029713,2006,Kawasaki,Chopper And Cruiser,903,37,52000,5000
234928174,2006,Kawasaki,Chopper And Cruiser,900,37,14500,5100
234899860,2006,Yamaha,Chopper And Cruiser,1100,46,60839,5150
237409456,2006,Yamaha,Chopper And Cruiser,649,36,21250,5300
236451293,2006,Suzuki,Chopper And Cruiser,805,39,17901,5350
237240640,2006,Yamaha,Chopper And Cruiser,649,29,19909,5490
236481493,2006,Suzuki,Chopper And Cruiser,800,38,10000,5500
236481493,2006,Yamaha,Chopper And Cruiser,649,29,10048,5500
228206038,2006,Kawasaki,Chopper And Cruiser,900,37,10150,5590
224065252,2006,Suzuki,Chopper And Cruiser,805,39,10300,5700
224065252,2006,Suzuki,Chopper And Cruiser,805,39,23870,5800
235498391,2006,Kawasaki,Chopper And Cruiser,900,37,24200,5800
231194291,2006,Yamaha,Chopper And Cruiser,1100,46,18297,5890
233572405,2006,Kawasaki,Chopper And Cruiser,900,37,33050,5899
233572405,2006,Yamaha,Chopper And Cruiser,649,29,32225,5900
237615118,2006,Buell,Chopper And Cruiser,1200,75,40500,5990
233619317,2006,Yamaha,Chopper And Cruiser,650,29,12500,5990
228890262,2006,Yamaha,Chopper And Cruiser,1100,46,10900,5990
226742561,2006,Suzuki,Chopper And Cruiser,800,39,11690,5999
230643452,2006,Suzuki,Chopper And Cruiser,800,39,5300,5999
230643452,2006,Yamaha,Chopper And Cruiser,1063,46,36560,6000
234917340,2006,Kawasaki,Chopper And Cruiser,1553,49,74000,6000
232622790,2006,Kawasaki,Chopper And Cruiser,1470,47,43840,6250
234975628,2006,Yamaha,Chopper And Cruiser,1063,46,30841,6290
213514443,2006,Harley-Davidson,Chopper And Cruiser,883,40,6946,6370
237365112,2006,Yamaha,Chopper And Cruiser,1063,46,5002,6490
228530272,2006,Suzuki,Chopper And Cruiser,805,39,24500,6490
228530272,2006,Harley-Davidson,Chopper And Cruiser,1200,49,65000,6500
235865651,2006,Yamaha,Chopper And Cruiser,1063,46,9655,6666
232427314,2006,Harley-Davidson,Chopper And Cruiser,883,40,20275,6790
232427314,2006,Suzuki,Chopper And Cruiser,1462,48,32203,6980
237527970,2006,Suzuki,Chopper And Cruiser,1462,48,22239,6980
229899479,2006,Suzuki,Chopper And Cruiser,1462,49,21700,6990
229899479,2006,Harley-Davidson,Chopper And Cruiser,883,43,15500,7200
233073559,2006,Suzuki,Chopper And Cruiser,1800,92,26600,7250
235049966,2006,Suzuki,Chopper And Cruiser,1500,49,16900,7490
234128390,2006,Harley-Davidson,Chopper And Cruiser,1202,49,18638,7490
236003734,2006,Harley-Davidson,Chopper And Cruiser,1202,49,18800,7500
222402942,2006,Harley-Davidson,Chopper And Cruiser,1131,89,15890,7600
237171995,2006,Honda,Chopper And Cruiser,1312,55,17200,7690
230866670,2006,Yamaha,Chopper And Cruiser,1670,63,33400,7690
230514118,2006,Honda,Chopper And Cruiser,1312,55,9800,7690
226431197,2006,Yamaha,Chopper And Cruiser,1854,66,35560,7750
232911310,2006,Harley-Davidson,Chopper And Cruiser,1202,49,34730,7777
232911310,2006,Harley-Davidson,Chopper And Cruiser,883,40,28827,7790
236846794,2006,Suzuki,Chopper And Cruiser,1800,92,24300,7899
237655355,2006,Suzuki,Chopper And Cruiser,1600,54,10000,7900
237655355,2006,Yamaha,Chopper And Cruiser,1700,63,48000,7900
234331870,2006,Yamaha,Chopper And Cruiser,1100,46,26500,7900
233159968,2006,Yamaha,Chopper And Cruiser,1700,63,15263,7900
236049202,2006,Harley-Davidson,Chopper And Cruiser,1200,49,8669,7990
236049202,2006,Kawasaki,Chopper And Cruiser,1600,49,22000,7990
234547473,2006,Harley-Davidson,Chopper And Cruiser,1202,49,13700,7990
231529615,2006,Harley-Davidson,Chopper And Cruiser,1200,49,5500,7990
226930752,2006,Harley-Davidson,Chopper And Cruiser,1200,49,12568,7990
225643440,2006,Yamaha,Chopper And Cruiser,1854,66,30500,7999
232787881,2006,Harley-Davidson,Chopper And Cruiser,1200,49,30000,7999
232787881,2006,Yamaha,Chopper And Cruiser,1100,46,17999,7999
222950115,2006,Yamaha,Chopper And Cruiser,1900,74,30000,8000
236534094,2006,Suzuki,Chopper And Cruiser,1783,90,13000,8100
237306256,2006,Harley-Davidson,Chopper And Cruiser,883,40,26378,8200
236466444,2006,Yamaha,Chopper And Cruiser,1095,46,29759,8300
235504917,2006,Harley-Davidson,Chopper And Cruiser,1500,75,29000,8400
236283070,2006,Harley-Davidson,Chopper And Cruiser,1200,48,35831,8450
236283070,2006,Harley-Davidson,Chopper And Cruiser,1200,51,24694,8450
235514556,2006,Harley-Davidson,Chopper And Cruiser,1200,49,28000,8500
233322715,2006,Harley-Davidson,Chopper And Cruiser,1600,57,37500,8500
232607156,2006,Suzuki,Chopper And Cruiser,1800,92,16076,8590
235305885,2006,Suzuki,Chopper And Cruiser,1783,92,13000,8690
235305885,2006,Harley-Davidson,Chopper And Cruiser,1450,60,20000,8700
232674536,2006,Kawasaki,Chopper And Cruiser,1600,68,18000,8900
235928873,2006,Honda,Chopper And Cruiser,750,34,22500,8900
235421700,2006,Suzuki,Chopper And Cruiser,1783,92,5469,8900
232590305,2006,Yamaha,Chopper And Cruiser,1063,46,15500,8950
237287366,2006,Suzuki,Chopper And Cruiser,1783,92,16957,8980
237287366,2006,Yamaha,Chopper And Cruiser,1854,66,20068,8990
235984526,2006,Harley-Davidson,Chopper And Cruiser,1202,22,12650,8990
232958578,2006,Harley-Davidson,Chopper And Cruiser,1202,49,5951,8990
227385729,2006,Harley-Davidson,Chopper And Cruiser,1131,89,54200,8999
235859521,2006,Harley-Davidson,Chopper And Cruiser,1500,47,68871,9030
236063082,2006,Harley-Davidson,Chopper And Cruiser,1450,50,19839,9100
236895602,2006,Harley-Davidson,Chopper And Cruiser,883,40,15700,9200
237380377,2006,Kawasaki,Chopper And Cruiser,2000,76,8146,9450
236566722,2006,Harley-Davidson,Chopper And Cruiser,1449,54,22400,9499
236566722,2006,Harley-Davidson,Chopper And Cruiser,1449,54,24145,9499
235315123,2006,Harley-Davidson,Chopper And Cruiser,1130,89,39000,9590
237393603,2006,Harley-Davidson,Chopper And Cruiser,1449,52,44000,9700
237393603,2006,Harley-Davidson,Chopper And Cruiser,1449,49,17000,9790
237642917,2006,Harley-Davidson,Chopper And Cruiser,1449,47,10248,9850
237518522,2006,Harley-Davidson,Chopper And Cruiser,1200,43,7000,9900
234865144,2006,Harley-Davidson,Chopper And Cruiser,1449,54,9710,9900
234613435,2006,Kawasaki,Chopper And Cruiser,1600,49,35800,9990
236883608,2006,Harley-Davidson,Chopper And Cruiser,1500,52,19300,10000
236727069,2006,Harley-Davidson,Chopper And Cruiser,1449,47,25387,10450
237279361,2006,Yamaha,Chopper And Cruiser,1900,66,20000,10499
235054057,2006,Harley-Davidson,Chopper And Cruiser,1200,49,30000,10500
226228879,2006,Harley-Davidson,Chopper And Cruiser,1449,49,22400,10500
226228879,2006,Harley-Davidson,Chopper And Cruiser,1450,57,52000,10599
237615670,2006,Harley-Davidson,Chopper And Cruiser,1449,47,25060,10650
218646955,2006,Harley-Davidson,Chopper And Cruiser,1450,52,80454,10800
218646955,2006,Harley-Davidson,Chopper And Cruiser,1449,50,53600,10880
233549479,2006,Harley-Davidson,Chopper And Cruiser,1202,49,21949,10999
235084477,2006,Big,Chopper And Cruiser,1916,86,27800,11200
237524508,2006,Suzuki,Chopper And Cruiser,1800,92,19000,11300
237524508,2006,Harley-Davidson,Chopper And Cruiser,1449,52,13675,11350
237402154,2006,Harley-Davidson,Chopper And Cruiser,1131,89,14800,11380
233776087,2006,Harley-Davidson,Chopper And Cruiser,1450,52,51906,11490
233444470,2006,Suzuki,Chopper And Cruiser,1783,92,13720,11490
229218729,2006,Harley-Davidson,Chopper And Cruiser,1449,52,47500,11500
235625312,2006,Harley-Davidson,Chopper And Cruiser,1450,47,25000,11500
235625312,2006,Harley-Davidson,Chopper And Cruiser,1131,89,20900,11500
232643911,2006,Harley-Davidson,Chopper And Cruiser,1590,58,13980,11500
229735717,2006,Harley-Davidson,Chopper And Cruiser,1584,57,24000,11800
236039471,2006,Harley-Davidson,Chopper And Cruiser,1450,49,42800,11900
235462150,2006,Harley-Davidson,Chopper And Cruiser,1449,49,29000,11900
231217944,2006,Harley-Davidson,Chopper And Cruiser,1449,54,16900,11900
234764537,2006,Harley-Davidson,Chopper And Cruiser,1449,54,23969,11950
232724367,2006,Harley-Davidson,Chopper And Cruiser,1449,46,29820,11970
232724367,2006,Harley-Davidson,Chopper And Cruiser,1131,90,28000,11999
237647541,2006,Harley-Davidson,Chopper And Cruiser,1584,56,27500,12000
234674925,2006,Harley-Davidson,Chopper And Cruiser,1449,54,65000,12000
237371878,2006,Harley-Davidson,Chopper And Cruiser,1450,47,19600,12250
232186439,2006,Harley-Davidson,Chopper And Cruiser,1584,56,22300,12450
234975033,2006,Harley-Davidson,Chopper And Cruiser,1449,54,42971,12490
231833311,2006,Harley-Davidson,Chopper And Cruiser,1449,47,13989,12499
227737907,2006,Harley-Davidson,Chopper And Cruiser,1449,52,47180,12500
236476821,2006,Harley-Davidson,Chopper And Cruiser,1584,52,32500,12500
236476821,2006,Harley-Davidson,Chopper And Cruiser,1449,49,16000,12500
235772863,2006,Harley-Davidson,Chopper And Cruiser,1131,89,12400,12500
233547571,2006,Harley-Davidson,Chopper And Cruiser,1585,56,20669,12600
232652199,2006,Harley-Davidson,Chopper And Cruiser,1449,47,43935,12800
236218630,2006,Harley-Davidson,Chopper And Cruiser,1449,46,38000,12900
226339668,2006,Harley-Davidson,Chopper And Cruiser,1450,49,4900,12900
226339668,2006,Harley-Davidson,Chopper And Cruiser,1449,52,12783,12950
237200234,2006,Harley-Davidson,Chopper And Cruiser,1449,49,28600,12950
232835718,2006,Harley-Davidson,Chopper And Cruiser,1449,54,35228,12990
232835718,2006,Harley-Davidson,Chopper And Cruiser,1449,47,29528,12990
222631573,2006,Harley-Davidson,Chopper And Cruiser,1449,51,50000,13000
237070236,2006,Harley-Davidson,Chopper And Cruiser,1450,52,43000,13000
230759425,2006,Harley-Davidson,Chopper And Cruiser,1449,47,17850,13000
230759425,2006,Harley-Davidson,Chopper And Cruiser,1449,47,28590,13499
233559676,2006,Harley-Davidson,Chopper And Cruiser,1449,47,15200,13500
230486735,2006,Harley-Davidson,Chopper And Cruiser,1449,52,51400,13600
234909670,2006,Harley-Davidson,Chopper And Cruiser,1450,47,31500,13600
215769986,2006,Harley-Davidson,Chopper And Cruiser,1450,48,11500,13850
236949885,2006,Harley-Davidson,Chopper And Cruiser,1449,54,29491,13900
236949885,2006,Harley-Davidson,Chopper And Cruiser,1450,67,36969,13900
235433736,2006,Harley-Davidson,Chopper And Cruiser,1449,47,62231,13990
236437392,2006,Harley-Davidson,Chopper And Cruiser,1450,49,46384,13990
232766060,2006,Harley-Davidson,Chopper And Cruiser,1449,54,12000,13999
210166338,2006,Harley-Davidson,Chopper And Cruiser,1545,47,12100,14000
234237129,2006,Harley-Davidson,Chopper And Cruiser,1449,52,19050,14200
234353164,2006,Big,Chopper And Cruiser,1916,88,7160,14250
234353164,2006,Harley-Davidson,Chopper And Cruiser,1449,52,36500,14450
227556903,2006,Harley-Davidson,Chopper And Cruiser,1450,60,50000,14500
236150120,2006,Harley-Davidson,Chopper And Cruiser,1449,47,12211,14500
236150120,2006,Harley-Davidson,Chopper And Cruiser,1449,54,22000,14500
233849956,2006,Harley-Davidson,Chopper And Cruiser,1449,47,21000,14500
224789481,2006,Harley-Davidson,Chopper And Cruiser,1449,47,7200,14700
229991363,2006,Harley-Davidson,Chopper And Cruiser,1860,42,14000,14800
229991363,2006,Harley-Davidson,Chopper And Cruiser,1900,52,15400,14900
237185063,2006,Harley-Davidson,Chopper And Cruiser,1900,52,20100,14900
236798755,2006,Harley-Davidson,Chopper And Cruiser,1449,47,19800,14900
234328324,2006,Harley-Davidson,Chopper And Cruiser,1250,88,3954,14900
233778510,2006,Harley-Davidson,Chopper And Cruiser,1450,54,16000,14900
232894316,2006,Harley-Davidson,Chopper And Cruiser,1450,56,12000,14900
232894316,2006,Harley-Davidson,Chopper And Cruiser,1449,47,27093,14950
234080475,2006,Harley-Davidson,Chopper And Cruiser,1449,47,12800,14990
237339023,2006,Harley-Davidson,Chopper And Cruiser,1688,48,23844,14990
236683850,2006,Harley-Davidson,Chopper And Cruiser,1449,47,16587,14990
225063916,2006,Harley-Davidson,Chopper And Cruiser,1690,72,29700,15000
236690861,2006,Harley-Davidson,Chopper And Cruiser,1584,52,33000,15000
233890838,2006,Harley-Davidson,Chopper And Cruiser,1449,47,14570,15250
233890838,2006,Suzuki,Chopper And Cruiser,1800,92,18200,15550
226889448,2006,Harley-Davidson,Chopper And Cruiser,1690,50,3301,15600
231368573,2006,Harley-Davidson,Chopper And Cruiser,1584,54,15017,15700
231368573,2006,Harley-Davidson,Chopper And Cruiser,1131,86,30190,15800
233247397,2006,Harley-Davidson,Chopper And Cruiser,1584,52,67892,15900
235484936,2006,Harley-Davidson,Chopper And Cruiser,1450,47,3400,15900
237192747,2006,Harley-Davidson,Chopper And Cruiser,1450,47,19951,15950
237192747,2006,Harley-Davidson,Chopper And Cruiser,1584,56,7870,15999
228661314,2006,Harley-Davidson,Chopper And Cruiser,1449,52,48500,16500
237356521,2006,Harley-Davidson,Chopper And Cruiser,1449,54,16500,16500
230048386,2006,Harley-Davidson,Chopper And Cruiser,1250,92,19300,16500
222841719,2006,Big,Chopper And Cruiser,1900,88,8000,16590
228507601,2006,Harley-Davidson,Chopper And Cruiser,1449,52,36000,16790
228507601,2006,Harley-Davidson,Chopper And Cruiser,1250,92,26000,16900
236661841,2006,Harley-Davidson,Chopper And Cruiser,1131,89,13481,16980
237289454,2006,Harley-Davidson,Chopper And Cruiser,1450,55,25000,17300
235515771,2006,Harley-Davidson,Chopper And Cruiser,1200,88,32147,17900
234093205,2006,Harley-Davidson,Chopper And Cruiser,1442,44,5000,17900
234093205,2006,Big,Chopper And Cruiser,1850,49,13024,17990
236191313,2006,Harley-Davidson,Chopper And Cruiser,1690,58,28628,17990
227435608,2006,Harley-Davidson,Chopper And Cruiser,1449,52,11200,17990
227435608,2006,Harley-Davidson,Chopper And Cruiser,1690,50,18770,17999
224612069,2006,Harley-Davidson,Chopper And Cruiser,1449,52,22000,18500
234875116,2006,Harley-Davidson,Chopper And Cruiser,1449,47,12000,18900
234875116,2006,American,Chopper And Cruiser,1860,88,4600,18998
235919303,2006,Harley-Davidson,Chopper And Cruiser,1680,60,11450,19900
234655525,2006,Harley-Davidson,Chopper And Cruiser,1690,67,24080,19900
228475197,2006,Harley-Davidson,Chopper And Cruiser,1584,57,54200,19950
232436372,2006,Harley-Davidson,Chopper And Cruiser,1449,54,20700,19950
235451978,2006,Harley-Davidson,Chopper And Cruiser,1584,57,17500,19991
235451978,2006,Harley-Davidson,Chopper And Cruiser,1690,74,7350,19999
228604919,2006,Harley-Davidson,Chopper And Cruiser,1449,47,81200,20900
236188914,2006,Harley-Davidson,Chopper And Cruiser,1915,64,10784,20900
226274064,2006,American,Chopper And Cruiser,1820,88,6200,20900
187704940,2006,American,Chopper And Cruiser,1860,85,8900,21000
235919376,2006,Harley-Davidson,Chopper And Cruiser,1131,86,3900,21490
235919374,2006,Big,Chopper And Cruiser,1917,88,9000,21998
235919374,2006,Big,Chopper And Cruiser,1919,88,7500,21998
235919353,2006,American,Chopper And Cruiser,1860,85,9900,22500
232727362,2006,Harley-Davidson,Chopper And Cruiser,2000,96,3000,22500
232727362,2006,American,Chopper And Cruiser,1860,85,3900,22800
235919328,2006,Big,Chopper And Cruiser,1917,88,6800,22899
235919337,2006,Big,Chopper And Cruiser,1918,96,12000,22900
235581753,2006,Harley-Davidson,Chopper And Cruiser,1585,54,14000,23000
216349626,2006,Harley-Davidson,Chopper And Cruiser,1600,59,5000,23500
236611658,2006,Harley-Davidson,Chopper And Cruiser,1449,47,32437,23900
228723688,2006,Harley-Davidson,Chopper And Cruiser,1800,85,4500,24500
205988911,2006,Big,Chopper And Cruiser,1917,51,9200,24900
235919322,2006,Big,Chopper And Cruiser,1917,88,12778,24900
235831195,2006,Harley-Davidson,Chopper And Cruiser,1801,60,7000,24999
220938301,2006,Harley-Davidson,Chopper And Cruiser,1801,60,3700,25000
211112705,2006,Harley-Davidson,Chopper And Cruiser,1584,59,22000,25999
232555512,2006,Harley-Davidson,Chopper And Cruiser,1200,89,3000,29500
237555156,2006,Harley-Davidson,Chopper And Cruiser,1449,47,15000,29900
230857130,2006,Big,Chopper And Cruiser,1918,95,10800,29999
235469149,2007,Hyosung,Chopper And Cruiser,647,52,4000,2750
236250993,2007,Suzuki,Chopper And Cruiser,800,37,8350,3950
236300723,2007,Harley-Davidson,Chopper And Cruiser,1584,54,1747,13250
229270024,2007,Harley-Davidson,Chopper And Cruiser,1584,56,25992,12250
232005422,2007,Harley-Davidson,Chopper And Cruiser,1600,56,21000,16500
237333023,2007,Honda,Chopper And Cruiser,745,34,34732,3999
237333023,2007,Kawasaki,Chopper And Cruiser,903,37,37000,4000
233381657,2007,Honda,Chopper And Cruiser,745,34,24500,4090
235985298,2007,Moto Guzzi,Chopper And Cruiser,744,36,14897,4250
231272993,2007,Yamaha,Chopper And Cruiser,649,29,15904,4400
231272993,2007,Honda,Chopper And Cruiser,745,34,15823,4400
229371277,2007,Suzuki,Chopper And Cruiser,805,39,12980,4444
230544331,2007,Honda,Chopper And Cruiser,750,33,11023,4490
230544331,2007,Honda,Chopper And Cruiser,745,34,11866,4590
236503759,2007,Honda,Chopper And Cruiser,745,34,13856,4590
234947991,2007,Kawasaki,Chopper And Cruiser,900,37,38000,4600
234096947,2007,Yamaha,Chopper And Cruiser,649,29,34243,4780
234096947,2007,Honda,Chopper And Cruiser,745,33,12400,4790
235554606,2007,Kawasaki,Chopper And Cruiser,903,37,17500,4790
228226801,2007,Kawasaki,Chopper And Cruiser,903,37,13975,4790
227727689,2007,Kawasaki,Chopper And Cruiser,900,37,37000,4800
231529550,2007,Kawasaki,Chopper And Cruiser,900,37,30477,4950
223933398,2007,Yamaha,Chopper And Cruiser,649,29,7905,4950
223933398,2007,Honda,Chopper And Cruiser,750,34,23600,4990
229501994,2007,Kawasaki,Chopper And Cruiser,903,37,18591,4999
231935765,2007,Kawasaki,Chopper And Cruiser,903,37,32000,5100
226633985,2007,Suzuki,Chopper And Cruiser,805,39,31240,5150
230413979,2007,Suzuki,Chopper And Cruiser,805,39,39633,5190
230690825,2007,Kawasaki,Chopper And Cruiser,884,37,8300,5200
231512445,2007,Kawasaki,Chopper And Cruiser,903,37,14503,5290
231512445,2007,Kawasaki,Chopper And Cruiser,903,37,20309,5360
233539342,2007,Harley-Davidson,Chopper And Cruiser,883,39,25960,5450
226374303,2007,Yamaha,Chopper And Cruiser,650,29,3400,5450
226374303,2007,Kawasaki,Chopper And Cruiser,903,37,2860,5495
231183336,2007,Kawasaki,Chopper And Cruiser,903,37,19133,5499
232357298,2007,Honda,Chopper And Cruiser,750,33,17197,5500
232357298,2007,Honda,Chopper And Cruiser,750,34,24100,5600
236155231,2007,Harley-Davidson,Chopper And Cruiser,1200,49,11800,5600
234596484,2007,Yamaha,Chopper And Cruiser,650,29,11982,5690
225038405,2007,Moto Guzzi,Chopper And Cruiser,1064,63,19300,5750
236210958,2007,Yamaha,Chopper And Cruiser,1300,54,22275,5750
228606580,2007,Kawasaki,Chopper And Cruiser,903,37,15352,5780
228606580,2007,Harley-Davidson,Chopper And Cruiser,883,41,14000,5800
236904095,2007,Yamaha,Chopper And Cruiser,1100,46,13500,5800
235982239,2007,Suzuki,Chopper And Cruiser,805,39,2500,5850
235184782,2007,Yamaha,Chopper And Cruiser,1700,72,15863,5900
235412897,2007,BMW,Chopper And Cruiser,1157,120,81000,5950
211330660,2007,Kawasaki,Chopper And Cruiser,903,37,9400,5989
211330660,2007,Yamaha,Chopper And Cruiser,1304,54,17542,5990
235409838,2007,Harley-Davidson,Chopper And Cruiser,883,39,15000,5999
234382469,2007,Harley-Davidson,Chopper And Cruiser,883,40,11636,6000
234382469,2007,Honda,Chopper And Cruiser,1300,55,24700,6000
231193247,2007,Triumph,Chopper And Cruiser,865,41,11700,6100
231370111,2007,Harley-Davidson,Chopper And Cruiser,883,39,31113,6190
237407282,2007,Yamaha,Chopper And Cruiser,1900,66,85000,6300
237407282,2007,Yamaha,Chopper And Cruiser,1304,54,14025,6490
229633323,2007,Suzuki,Chopper And Cruiser,1462,49,34000,6500
236620139,2007,Suzuki,Chopper And Cruiser,1462,49,46534,6580
232606151,2007,Yamaha,Chopper And Cruiser,1304,54,17700,6600
235972751,2007,Yamaha,Chopper And Cruiser,1300,54,10200,6790
235972751,2007,Yamaha,Chopper And Cruiser,1300,54,12425,6799
237279374,2007,Harley-Davidson,Chopper And Cruiser,883,39,10060,6900
237608543,2007,Kawasaki,Chopper And Cruiser,1600,54,12073,6900
236780040,2007,Honda,Chopper And Cruiser,1312,55,29800,6900
215579444,2007,Honda,Chopper And Cruiser,1312,55,9579,6980
236402551,2007,Harley-Davidson,Chopper And Cruiser,1199,49,19641,6990
234610427,2007,Kawasaki,Chopper And Cruiser,900,37,6900,6990
234610427,2007,Yamaha,Chopper And Cruiser,1304,54,20371,6990
208362694,2007,Harley-Davidson,Chopper And Cruiser,1199,49,5239,7000
229381263,2007,Harley-Davidson,Chopper And Cruiser,883,39,6965,7100
229381263,2007,Yamaha,Chopper And Cruiser,1900,66,15750,7190
230320124,2007,Moto Guzzi,Chopper And Cruiser,1064,55,14800,7250
237279866,2007,Suzuki,Chopper And Cruiser,1462,49,12550,7389
236615088,2007,Harley-Davidson,Chopper And Cruiser,1584,57,35400,7400
236615088,2007,Harley-Davidson,Chopper And Cruiser,1200,49,11984,7400
233408957,2007,Yamaha,Chopper And Cruiser,1900,66,54000,7490
235523983,2007,Honda,Chopper And Cruiser,1300,55,10500,7500
237175119,2007,Suzuki,Chopper And Cruiser,1462,49,23530,7500
234968112,2007,Honda,Chopper And Cruiser,1312,55,16400,7690
232907915,2007,Yamaha,Chopper And Cruiser,1854,66,30798,7950
232907915,2007,Harley-Davidson,Chopper And Cruiser,1200,49,4500,7990
237297716,2007,Harley-Davidson,Chopper And Cruiser,1200,49,12000,7990
236983179,2007,Harley-Davidson,Chopper And Cruiser,1202,49,2800,7990
227673448,2007,Suzuki,Chopper And Cruiser,1800,92,46000,8300
236754416,2007,Harley-Davidson,Chopper And Cruiser,1584,57,33548,8390
236754416,2007,Suzuki,Chopper And Cruiser,1800,92,25000,8400
236775556,2007,Suzuki,Chopper And Cruiser,1783,92,18000,8400
234163984,2007,Harley-Davidson,Chopper And Cruiser,1200,49,29500,8450
234163984,2007,Kawasaki,Chopper And Cruiser,1553,49,17893,8480
236105886,2007,Harley-Davidson,Chopper And Cruiser,1200,49,15000,8490
236975900,2007,Harley-Davidson,Chopper And Cruiser,1600,57,26930,8490
224863880,2007,Yamaha,Chopper And Cruiser,1100,54,24600,8495
224863880,2007,Kawasaki,Chopper And Cruiser,1553,49,9300,8500
237412285,2007,Harley-Davidson,Chopper And Cruiser,1584,54,41423,8590
237657669,2007,Suzuki,Chopper And Cruiser,1783,92,15450,8680
236298895,2007,Harley-Davidson,Chopper And Cruiser,1131,89,11455,8699
231664278,2007,Harley-Davidson,Chopper And Cruiser,1200,49,22172,8750
237093324,2007,Harley-Davidson,Chopper And Cruiser,883,39,20201,8900
235521109,2007,Kawasaki,Chopper And Cruiser,1553,49,1050,8950
237130267,2007,Harley-Davidson,Chopper And Cruiser,1584,56,81000,8950
233274457,2007,Suzuki,Chopper And Cruiser,1800,92,8400,8998
235939332,2007,Harley-Davidson,Chopper And Cruiser,1200,49,16000,8999
236756671,2007,Yamaha,Chopper And Cruiser,1670,56,15000,8999
232892654,2007,Harley-Davidson,Chopper And Cruiser,1200,49,5004,9100
232892654,2007,Harley-Davidson,Chopper And Cruiser,1584,54,27200,9200
236983840,2007,Suzuki,Chopper And Cruiser,1783,92,7600,9250
237150041,2007,Harley-Davidson,Chopper And Cruiser,1584,60,31337,9300
237150041,2007,Honda,Chopper And Cruiser,1800,103,12215,9390
237538236,2007,Harley-Davidson,Chopper And Cruiser,883,45,13300,9400
233172771,2007,Yamaha,Chopper And Cruiser,1900,66,12000,9450
214224895,2007,Harley-Davidson,Chopper And Cruiser,1600,64,18950,9450
214224895,2007,Suzuki,Chopper And Cruiser,1783,92,36638,9499
231299094,2007,Harley-Davidson,Chopper And Cruiser,1584,57,57000,9500
230445660,2007,Harley-Davidson,Chopper And Cruiser,1203,49,15332,9590
229801178,2007,Harley-Davidson,Chopper And Cruiser,883,33,11000,9800
229801178,2007,Harley-Davidson,Chopper And Cruiser,1700,62,65000,9900
237645803,2007,Harley-Davidson,Chopper And Cruiser,1200,46,29900,9900
234202004,2007,Harley-Davidson,Chopper And Cruiser,1584,56,44000,9900
232322122,2007,Suzuki,Chopper And Cruiser,1783,92,13762,9990
236117263,2007,Suzuki,Chopper And Cruiser,1783,92,12100,9990
234870914,2007,Harley-Davidson,Chopper And Cruiser,1573,52,28000,9990
231500545,2007,Suzuki,Chopper And Cruiser,1800,92,12000,10000
231500545,2007,Harley-Davidson,Chopper And Cruiser,1584,56,57910,10000
211611016,2007,Yamaha,Chopper And Cruiser,1854,66,20000,10250
211611016,2007,Kawasaki,Chopper And Cruiser,903,37,13157,10300
236981291,2007,Harley-Davidson,Chopper And Cruiser,1584,56,23112,10500
236769888,2007,Suzuki,Chopper And Cruiser,1800,92,18800,10500
234524571,2007,Harley-Davidson,Chopper And Cruiser,1584,56,21000,10500
234524571,2007,Harley-Davidson,Chopper And Cruiser,1200,49,11780,10500
231475996,2007,Harley-Davidson,Chopper And Cruiser,1584,56,10400,10700
235303285,2007,Harley-Davidson,Chopper And Cruiser,1584,52,24500,10869
216233594,2007,Harley-Davidson,Chopper And Cruiser,1200,89,6600,10890
216233594,2007,Harley-Davidson,Chopper And Cruiser,1584,56,27614,10990
235774340,2007,Harley-Davidson,Chopper And Cruiser,1584,54,44255,10990
